Timestamp_NY,total_num_bikes_available,Origin
2021-08-01 00:04:42.938724-04:00,19275.0,3
2021-08-01 00:09:43.037694-04:00,19382.0,3
2021-08-01 00:14:43.229910-04:00,19368.0,3
2021-08-01 00:19:43.530587-04:00,19416.0,3
2021-08-01 00:24:43.935994-04:00,19394.0,3
2021-08-01 00:29:44.342694-04:00,19411.0,3
2021-08-01 00:34:45.034706-04:00,19380.0,3
2021-08-01 00:39:45.535529-04:00,19478.0,3
2021-08-01 00:44:46.242705-04:00,19483.0,3
2021-08-01 00:49:46.738711-04:00,19555.0,3
2021-08-01 00:54:47.230712-04:00,19588.0,3
2021-08-01 00:59:47.548025-04:00,19677.0,3
2021-08-01 01:04:48.041995-04:00,19645.0,3
2021-08-01 01:09:48.530715-04:00,19723.0,3
2021-08-01 01:14:49.146751-04:00,19813.0,3
2021-08-01 01:19:49.847215-04:00,19870.0,3
2021-08-01 01:24:50.553402-04:00,19884.0,3
2021-08-01 01:29:51.029839-04:00,19900.0,3
2021-08-01 01:34:51.829845-04:00,19918.0,3
2021-08-01 01:39:52.842706-04:00,19924.0,3
2021-08-01 01:44:53.435884-04:00,19875.0,3
2021-08-01 01:49:53.743532-04:00,19930.0,3
2021-08-01 01:54:54.447239-04:00,19933.0,3
2021-08-01 01:59:55.330545-04:00,19968.0,3
2021-08-01 02:04:55.640082-04:00,19987.0,3
2021-08-01 02:09:56.334604-04:00,19966.0,3
2021-08-01 02:14:57.037262-04:00,19954.0,3
2021-08-01 02:19:57.429846-04:00,19929.0,3
2021-08-01 02:24:58.031564-04:00,20013.0,3
2021-08-01 02:29:58.931438-04:00,20017.0,3
2021-08-01 02:34:59.738055-04:00,20020.0,3
2021-08-01 02:40:00.341122-04:00,20047.0,3
2021-08-01 02:45:01.338741-04:00,20040.0,3
2021-08-01 02:50:02.135901-04:00,20077.0,3
2021-08-01 02:55:02.938783-04:00,20089.0,3
2021-08-01 03:00:03.840208-04:00,20099.0,3
2021-08-01 03:05:04.829954-04:00,20115.0,3
2021-08-01 03:10:05.534731-04:00,20134.0,3
2021-08-01 03:15:06.129886-04:00,20146.0,3
2021-08-01 03:20:06.842750-04:00,20174.0,3
2021-08-01 03:25:07.834703-04:00,20205.0,3
2021-08-01 03:30:07.929906-04:00,20247.0,3
2021-08-01 03:35:08.842704-04:00,20248.0,3
2021-08-01 03:40:09.549021-04:00,20275.0,3
2021-08-01 03:45:10.142708-04:00,20306.0,3
2021-08-01 03:50:10.934713-04:00,20340.0,3
2021-08-01 03:55:11.743706-04:00,20374.0,3
2021-08-01 04:00:12.234726-04:00,20397.0,3
2021-08-01 04:05:12.630204-04:00,20406.0,3
2021-08-01 04:10:12.837134-04:00,20410.0,3
2021-08-01 04:15:13.734800-04:00,20370.0,3
2021-08-01 04:20:14.829852-04:00,20357.0,3
2021-08-01 04:25:15.546700-04:00,20414.0,3
2021-08-01 04:30:16.229877-04:00,20405.0,3
2021-08-01 04:35:17.134729-04:00,20439.0,3
2021-08-01 04:40:17.644216-04:00,20512.0,3
2021-08-01 04:45:18.246720-04:00,20525.0,3
2021-08-01 04:50:18.446657-04:00,20514.0,3
2021-08-01 04:55:19.240234-04:00,20571.0,3
2021-08-01 05:00:20.043132-04:00,20603.0,3
2021-08-01 05:05:20.639899-04:00,20573.0,3
2021-08-01 05:10:21.130711-04:00,20606.0,3
2021-08-01 05:15:21.829842-04:00,20610.0,3
2021-08-01 05:20:22.530735-04:00,20618.0,3
2021-08-01 05:25:23.030710-04:00,20605.0,3
2021-08-01 05:30:23.136527-04:00,20653.0,3
2021-08-01 05:35:23.730720-04:00,20655.0,3
2021-08-01 05:40:24.238733-04:00,20659.0,3
2021-08-01 05:45:24.741945-04:00,20686.0,3
2021-08-01 05:50:25.138718-04:00,20646.0,3
2021-08-01 05:55:25.842733-04:00,20667.0,3
2021-08-01 06:00:26.434711-04:00,20670.0,3
2021-08-01 06:05:26.840294-04:00,20659.0,3
2021-08-01 06:10:27.638702-04:00,20671.0,3
2021-08-01 06:15:28.338706-04:00,20688.0,3
2021-08-01 06:20:28.846884-04:00,20675.0,3
2021-08-01 06:25:29.242717-04:00,20677.0,3
